id	title	txt	datetime	source	web	batch
202005121553391	第二批对美加征关税商品第二次排除清单发布	新京报快讯 据财政部官网消息，根据《国务院关税税则委员会关于试行开展对美加征关税商品排除工作的公告》（税委会公告〔2019〕2号），经国务院批准，国务院关税税则委员会公布第二批对美加征关税商品第二次排除清单，对第二批对美加征关税商品，第二次排除其中部分商品，自2020年5月19日至2021年5月18日，不再加征我为反制美301措施所加征的关税。对已加征的关税税款予以退还，相关进口企业应自排除清单公布之日起6个月内按规定向海关申请办理。第二批对美加征关税的其余商品，暂不予排除。未列入第一批、第二批对美加征关税商品排除清单的商品，企业可根据《国务院关税税则委员会关于开展对美加征关税商品市场化采购排除工作的公告》（税委会公告〔2020〕2号），申请市场化采购排除。编辑 刘佳妮来源：财政部官网	2020-05-12 13:36	财政部官网	bj	20200512155339
202005121553392	俄罗斯新增10899例病例 连续十天单日新增病例过万	据人民日报海外网消息，俄罗斯新冠病毒防疫官网12日最新数据显示，俄罗斯过去24小时内新增10899例新冠肺炎确诊病例，累计确诊232243例，单日新增确诊病例连续10天过万；新增死亡病例107例，累计死亡2116例。目前，俄罗斯是全球确诊人数第三高的国家。编辑 杨利来源：人民日报海外网	2020-05-12 15:41	人民日报海外网	bj	20200512155339
202005121553393	云南安宁山火已持续超70小时：北线突破至楚雄州禄丰县	据人民日报消息，5月9日15时33分，云南省昆明市安宁市青龙街道办事处双湄村委会山神坝发生森林火灾。受火场高温大风、植被易燃等不利因素的影响，火场多次出现飞火情况，形成北、西南等多条火线，北线已突破至楚雄州禄丰县，目前仍在进行紧张扑救。5月12日凌晨1时，火场北线己蔓延至楚雄州禄丰县勤丰镇阿姜郎村西侧600米处，联指紧急部署昆明市森林消防支队260名指战员依托小型水库、耕地等有利条件，多路展开扑救，成功拦截大部分火头。截至5月12日9时，火场北线烟雾较大，部分沟谷内有2个较大烟点，火场南线和西南线茶花箐一带仍有较大烟点。指挥部根据实际情况，调整了灭火方案，火场北线继续追歼剩余火头，火场西南线采取常规灭火与水泵灭火相结合，继续扑打、清理，火场南线实施增湿作业。目前，火场共投入森林消防、消防、解放军、地方专业扑火队和干部群众3000余人、工程机械29台。同时，调派了4架灭火直升机参与吊桶灭火。编辑 彭启航来源：人民日报原标题：云南安宁市森林火灾北线已突破至楚雄州禄丰县	2020-05-12 14:46	人民日报原标题	bj	20200512155339
202005121553394	无力继续维持经营，天津天海足球俱乐部正式宣告解散	新京报快讯 12日，天津天海足球俱乐部在其官博发布公告，称俱乐部的财务状况到了难以为继的绝境，无力继续维持正常经营，于今日正式宣告解散。编辑 刘佳妮来源：天津天海足球俱乐部	2020-05-12 10:51	天津天海足球俱乐部	bj	20200512155339
202005121553395	习近平在太原考察调研	据央视新闻消息，习近平总书记12日在太原考察调研。他先后来到山西转型综合改革示范区政务服务中心、太钢不锈钢精密带钢有限公司、汾河太原城区晋阳桥段，了解传统制造业转型升级、企业复工复产、生态环保和污染防治等情况。编辑 彭启航来源：央视新闻原标题：习近平在太原考察调研	2020-05-12 15:42	央视新闻原标题	bj	20200512155339
202005121553396	榆林检方为“埋母案”被害人王某某申请司法救助金5万元	新京报快讯 据靖边检察微信公众号消息，5月5日，“靖边发生‘埋母案’！”在网络媒体盛传，引起全市两级检察机关高度关注，迅速选派精干力量提前介入公安机关案件侦查。5月8日，靖边县公安局移送检察机关审查逮捕，靖边县人民检察院启动快捕程序，依法进行审查，并于当日决定对犯罪嫌疑人马某某以涉嫌故意杀人罪批准逮捕。全市两级检察机关高度重视此案，在办案过程中了解到该案被害人王某某现年79岁，年高体弱，生活不能自理，办案检察干警第一时间为被害人家中送去米面油等生活用品。同时，发现被害人的相关情况符合《人民检察院国家司法救助工作规定（试行）》的救助条件。两级检察机关迅速行动，伸出援助之手，按照相关法律规定为被害人王某某申请司法救助金50000元，彰显司法人文关怀。5月12日上午，市检察院党组书记、代检察长胡立平专程前往靖边县中医院看望了正在住院治疗的被害人王某某，并当场向王某某发放了50000元司法救助金。胡立平代检察长在病室内与被害人王某某交谈，询问身体状况及生活需求。他对老人说：案发后，市委、省检察院以及市委政法委都高度关注，特别关心你的身体状况，你要积极配合医院治疗，养好身体。我们检察机关将认真履行职责，在把案子办好的同时，将继续关怀、持续关注您的健康情况和家庭情况。胡立平向中医院主要领导及主治医生详细了解王某某住院治疗及恢复情况。他充分肯定和赞许了靖边县中医院对被害人提供的医疗救助，并鼓励在职责职能范围内就医院的条件尽最大努力提供后续基本医疗保障，切实将医者仁心的思想发扬光大。胡立平还向被害人家属询问了出院后对老人的生活安排和赡养问题等。编辑 彭启航来源：靖边检察原标题：榆林市检察机关 对“埋母案”被害人王某进行司法救助	2020-05-12 15:34	靖边检察原标题	bj	20200512155339
202005121553397	中国解锁太空千兆级局域网，航天员在智慧之家怎样生活？	▲图片来源：新京报网文 | 张田勘5月5日首飞成功的长征五号B运载火箭上，搭载了中国新一代载人飞船试验船，试验船完成了“时间触发以太网星载原型系统”试验任务。航天高速局域网辅助航天员智能化探索很多人一脸蒙圈，什么是“时间触发以太网星载原型系统”？通俗地讲，就是在试验船上搭建并试运行一个高速局域网，将飞船中的各个系统联通起来。有了这个网络，未来的航天员将在“太空之家”（飞船、各种航天器和空间站）中享受智能家居一样的服务。其实，在太空，家居就是工作，工作也是家居，就像人类在地球上时，“宅”在家里工作一样。因此，这样的高速局域网是在为航天员打造太空中的智能型家居和工作模式。具体而言，“时间触发以太网系统”在未来主要用于大型复杂航天器中，相当于只用一个控制器就能控制航天器中的所有设备、器械、电器和工具。因此，航天员在航天器上只用一个遥控器或一个平板电脑（PAD），就可以对整个航天器上的所有设备进行一体化的操控，实现“宅”在飞船中生活和工作。航天器中的智能化设计至少有两个好处，一是方便航天员的操作和工作，让工作更有效率；二是简化了航天器的系统设计，也能减少航天器复杂设计和制造时容易出错的概率。无论怎样看，在航天器中建立一个高速局域网，将各个系统联通起来以便航天员操作，都是人们在地面创建的智能家居和智能工作向太空的延续和模仿。在这方面，比尔·盖茨的智能家居提供了一个榜样。来自比尔·盖茨的智能家居榜样在耗时7年，花费高达9700万美元（当时折合人民币约6亿元）之后，1997年比尔·盖茨位于华盛顿州梅迪纳的智能豪宅建成。这个智能豪宅可以让人们体验到迄今为止的所有智能家居的舒适和便捷，并能体会到多学科交融并与网络联通之后，人们的生活产生划时代的天上人间的巨变。无论人在家里还是家外，只要用一部手机或遥控器或掌上PAD就可以获得智能家居的所有服务。▲智能豪宅（图片来源：微博截图）在未进家门之前，盖茨就能随时用手机控制家里的中央电脑，启动遥控装置，开启任何设备和装置，如电视、烹饪器具、向浴缸放水并调水温等。而且，房屋内部的所有家电都通过无线网络连接，同时配备了先进的声控及指纹技术，进门不用钥匙，留言不用纸笔，墙上有耳，随时待命。当然，比尔·盖茨的智能豪宅一般人现在还享用不起，而且天上地下有别，这一智能家居的所有项目也并非完全可以搬上航天器，但是，现在至少可以在航天器上先建立一个高速局域网，用一个遥控器来搞定航天器上的所有器械和设备。航天高速局域网为未来移民太空做准备航天高速局域网的本质还是在于服务人类对太空的探索、工作和生活，以及为未来可能移民太空做准备。因为，在太空环境中，无论是在航天器内还是在航天器外，显然更适宜智能家居和智能工作。首先，太空是一个强辐射环境。在太空中，各种天体要向外辐射电磁波、高能粒子，形成宇宙射线。这就要求航天员一旦在该环境下工作就需要穿着厚重的防辐射服。同时，太空是高寒环境，平均温度为零下270.3摄氏度，需要穿上厚重的防护服保暖。而且，太空环境的一个重要特征是微重力和低重力环境，重力仅为地球表面的万分之一到百万分之一，所以人在太空会失重。因此，人类到了太空，哪怕是在航天器内，也要穿着厚厚的防护服，而且不能行走，只能飘移。在工作中，如果没有简便智能的设备，就完全要靠航天员在航天器中飘来飘去。既耗时，也费力，同时也影响准确性。▲5月8日，我国新一代载人飞船试验船返回舱顺利运出沙漠图片来源：网页截图如果在航天器中建成高速局域网，将各个系统联通起来，就可以坐在一个位置上用一个操控器完成对所有设备的操控和指令，既减轻工作强度，又提高准确性，还省时省力。显然，这才是在航天器中建立智能操作系统并让航天员享受到智能家居服务的更重要的原因。而且，这只是太空智能家居的一部分，未来还要扩大到智能工作。当航天器被建成像比尔·盖茨在地面所建的智能屋那样，航天员还可以放心地出入航天器并在空间站中来回穿行，以完成科研和探索工作。如果这个高速局域网也能建到空间站上去，还可以帮助航天员在空间站进行智能种菜。如用遥控指挥蔬菜生长的温度和湿度，遥控操作探测宇宙射线强度的仪器等，既能保障航天员的安全，还能让工作更有效率。而且，在这样的智能操作下，太空生长的蔬菜在味道和营养价值上也与地球生长的蔬菜基本一样。一键一个开关和一个遥控器能控制所有设备，是智能化的一种价值表现。不仅操作简便，也让太空探索更安全。所以说，太空探索向智能化发展是大势所趋，而由于太空环境的局限，在太空生活更需要智能化。航天器上的高速局域网只是一个开端，但是进一寸有一寸的欢喜。□张田勘（专栏作者）编辑：李碧莹   校对：危卓投稿、合作、联系我们：futurecity@xjbsmartcity.com	2020-05-12 15:15	网页截图如果在航天器中建成高速局域网	bj	20200512155339
202005121553398	吉林省副省长张志军任长春市委副书记，提名为市长候选人	据长春日报微信公众号消息，12日，全市领导干部会议召开。中央和省委决定：张志军同志任长春市委委员、常委、副书记，提名为长春市市长候选人。张志军简历张志军，男，汉族，1964年7月出生，籍贯辽宁省义县，1989年8月参加工作，中共党员，研究生学历。1985.07--1989.08  长春师范学院中文系汉语言文学专业学生1989.08--1990.11  通榆师范学校教师1990.11--1991.10  长春师范学院团委干事1991.10--1994.09  长春师范学院团委副书记1994.09--1998.04  长春师范学院团委书记兼学工部副部长（1993.09--1995.12在吉林大学行政学院思想政治教育专业研究生在职学习， 1996.04获法学硕士学位）1998.04--1998.10  长春师范学院院长助理兼总务处处长1998.10--2001.08  长春师范学院副院长2001.08--2001.10  吉林省辽源市委常委2001.10--2003.01  吉林省辽源市委常委、政法委书记2003.01--2003.12  吉林省辽源市委常委、宣传部部长2003.12--2008.03  吉林省辽源市委常委、组织部部长（2000.09--2005.12在吉林大学行政学院政治学理论专业研究生在职学习， 2005.12获法学博士学位）2008.03--2010.04  吉林省吉林市委常委、组织部部长2010.04--2010.07  吉林省吉林市委副书记、组织部部长2010.07--2011.03  吉林省吉林市委副书记2011.03--2012.08  吉林省政府外事办公室（吉林省政府侨务办公室）主任、党组书记2012.08--2012.09  吉林省政府外事办公室（吉林省政府侨务办公室）主任、党组书记，吉林省委组织部副部长（兼）2012.09--2015.09  吉林省人力资源和社会保障厅厅长、党组书记，吉林省委组织部副部长（兼）2015.09--2019.09  吉林省白山市委书记2019.09--  吉林省人民政府党组成员、副省长（吉林省人民政府网资料）编辑 彭启航来源：掌上长春原标题：中央和省委决定：张志军任长春市委副书记，提名为市长候选人	2020-05-12 15:01	掌上长春原标题	bj	20200512155339
202005121553399	香港特区政府暂拟9月6日举行第七届立法会换届选举	据央视新闻客户端消息，香港政制及内地事务局今天向香港立法会提交文件，选举事务处暂时以9月6日为第七届立法会换届选举日期，选举提名期定为7月中旬至7月下旬。当局表示，计划在7月25日前公布2020年正式选民登记册，估计登记选民的整体数字比目前会有所增长，现在会以约420万名地方选区合资格登记选民为基础筹备本次换届选举。选举事务处会为2020年立法会换届选举设立超过610个一般投票站，一般投票站的投票时间为上午7时半至晚上10时半。当局将招募及培训约31000名选举工作人员，其中26000人会派驻到投票站工作，另外约5000人会在亚博馆的中央点票站工作。编辑 杨利来源：央视新闻客户端	2020-05-12 15:01	央视新闻客户端	bj	20200512155339
2020051215533910	韩国歌手郑俊英因性暴力犯罪二审被判5年	据海外网消息，据韩联社报道，韩国首尔高等法院12日作出二审判决，判处歌手郑俊英5年有期徒刑，FTISLAND前成员崔钟勋获刑2年半。此前，两人因涉嫌集体性侵和偷拍并散播淫秽影片被起诉，一审时分别获刑6年和5年。报道称，2016年1月和3月，郑俊英和崔钟勋在韩国洪川和大邱，对醉酒女子实施集体性侵。2015年底，郑俊英在群聊中，提到与多名女性发生性关系并分享偷拍视频，受害人多达10名。警方已查明，他在群内共发布11次偷拍视频和照片。2019年3月12日，处在风口浪尖上的郑俊英，暂停海外拍摄的综艺节目回国。当天，他在仁川机场遭遇记者围堵，现场一度混乱。编辑 贾聪聪来源：海外网	2020-05-12 14:23	海外网	bj	20200512155339
