id	title	txt	datetime	source	web	batch
202005211617581	可转债为何变成火爆的全民游戏？	2017年，可转债打新门槛降低，让可转债成了全民参与的游戏，加上T＋0的交易规则，市场活跃度大增。 （视觉中国/图）2020年5月6日，泰晶科技（603738.SH）发出一纸提前赎回提示性公告，次日便将泰晶转债的价格364.94元腰斩至190.92元，开盘暴跌30%触发熔断，待14:57恢复交易后，三分钟内再度跌去近18%。强制赎回击穿了泰晶转债“神话”。3月18日开始，泰晶转债突然迎来暴涨，短短两天就从160元涨到了最高420元。其后，资金加速进场，价格虽未再创新高，但暴涨暴跌却隔三差五上演。投资人终于意识到，可转债这款“安全低调的赚钱神器”，暴涨暴跌的刺激程度要远超股票。自1991年首只可转债“琼能源”发行以来，可转债在中国已有近30年历史，但一直相对小众。按照投资数据网站集思录的统计，截至2020年5月20日，中国资本市场中的可转债数量为255只，市场规模约4268亿。泰晶转债的大起大落，倒是让它获得前所未有的关注。可转债的全称是可转换公司债券（Convertible Bond），本质是一种企业债券，是在企业发行债券的基础上，附加了一份期权，允许购买人在规定的时间范围内，将其购买的债券转换成公司股票。对企业来说，可转债能解决公司的资金缺口问题，且利率通常比不可转换的债券要低，转股后无偿债压力（但和增发一样，会稀释股份）。对投资人来说，可转债是“有本金保证的股票”，既可以持有到期后收取本金和利息，也可以把它转换为股票，攻守兼备。疯狂的可转债，是投资者教育的活教材，也让人想起了曾经的权证交易，在最后几个交割日，价值马上就要归零，仍有天量成交。“就像口罩、头盔一样，可转债若有暴利，就会吸引更多人进去抄底、追涨，这都是人性。”上海一家券商的债券业务负责人张立对南方周末记者说。“别忘了打新，今天有大肉！”南方周末记者在多个可转债QQ群里看到，个人投资者们晒出各自成绩单，分享操作经验，乐此不疲。可转债一张面值为100元，一手最少10张，也就是以1000元为交易单位。与股票不同的是，可转债是T+0交易，可以当日买入、当日卖出。此外，可转债交易不设涨跌幅限制。但为减少市场波动、控制风险，上交所的转债交易设置了熔断机制，但深交所并无此规则。投资人持有可转债，有三种获益方式：首先如果不转股，可转债也可以和二级市场的股票一样，有波动、可买卖；但相比股票，可转债风险更小，比如在股价下跌时，可转债可以要求到期兑付，意味着到期尚有100元／张可转债的保底收益；此外，投资者还可以通过转股，分享股价上涨的收益甚至从中套利。“我一般不买大的，我就买小的。”林园对南方周末记者说，自己的方法是买小盘的可转债，就相当于买了个小盘	2020-05-21 16:00	南方周末记者 黄金萍	nf	20200521161758
202005211617582	编剧赵冬苓建议建立污点艺人使用和惩诫机制，避免唐德悲剧重现	5月20日，曾担任电视剧《红高粱》《猎狐》编剧的著名作家、编剧，第十三届全国人大代表赵冬苓发布了一篇名为《关于建立污点艺人使用和惩诫机制的建议案》的长文，文中她建议由国家新闻出版广电总局责成由中国广播电影电视社会组织联合会制定污点艺人使用管理和惩诫制度，以更好地管理和约束艺人队伍，有理有据地惩诫污点艺人，管控由污点艺人出现的市场风险，促进影视市场的健康发展，她提出了“建立专门的对污点艺人行为性质、不良影响进行评判的专业委员会；根据污点艺人不良行为的性质和对社会造成的不良影响分级惩诫；根据污点艺人的行为性质的不同，在禁入期内组织污点艺人参加社会公益活动；建立正规的申诉渠道；对事先不知情而导致有污点艺人参演的作品，可以在负面新闻被曝光后有半年至一年的冷却期然后允许其发行播出”5条建议。赵冬苓认为，“因使用了两个污点艺人，使一家大型上市公司花费巨资拍摄的影视剧无法播出，从而导致公司连续两年亏损，不得不转让股份，由他人入局。严酷的现实说明，因为对污点艺人使用、管理以及对不慎使用了污点艺人而作品受牵累的现象没有规范管理、缺乏制度性的措施，会带来社会资源的极大浪费，造成企业陷入困境甚至破产倒闭，对影视产业的发展极为不利。国家广电总局有责任有义务对污点艺人的管理、惩诫以及使无辜受累的作品能以适当的方式解困制定相关规定和措施，以避免唐德的悲剧重现。”2019年，在第十三届人大第二次会议期间，山东代表团三十名代表曾经联合提出了《关于建立污点艺人使用和惩诫机制的建议案》，中国文联曾经函复，对现有情况作了说明，但并没就建议实质内容做正面答复，后国家广电总局曾电函说明情况，亦未对建议案正面答复。最近大型影视上市企业唐德影视易主的消息引起影视界和社会的关注及热议。因使用了两个污点艺人，使一家大型上市公司花费巨资拍摄的影视剧无法播出，从而导致公司连续两年亏损，不得不转让股份，由他人入局。严酷的现实说明，因为对污点艺人使用、管理以及对不慎使用了污点艺人而作品受牵累的现象没有规范管理、缺乏制度性的措施，会带来社会资源的极大浪费，造成企业陷入困境甚至破产倒闭，对影视产业的发展极为不利。国家广电总局有责任有义务对污点艺人的管理、惩诫以及使无辜受累的作品能以适当的方式解困制定相关规定和措施，以避免唐德的悲剧重现。因此再次建议，由国家新闻出版广电总局责成由中国广播电影电视社会组织联合会制定污点艺人使用管理和惩诫制度，以更好地管理和约束艺人队伍，有理有据地惩诫污点艺人，管控由污点艺人出现的市场风险，促进影视市场的健康发展。1、建立专门的对污点艺人行为性质、不良影响进行评判的专业委员会，对污点艺人的行为性质、恶劣程度、负面影响以及需要做出的惩诫进行评判。2、根据污点艺人不良行为的性质和对社会造成的不良影响分级惩诫，做出市场禁入的负面清单和时间表，根据其行为的恶劣程度做出市场禁入不同的时长直至永久禁入的规定。3、根据污点艺人的行为性质的不同，在禁入期内，组织污点艺人参加社会公益活动，以实际行为洗涮自己的污点和对行业带来的不良影响，求得社会的谅解。禁入期表现良好的，可以在禁入期满允许其重新进入市场。4、建立正规的申诉渠道。污点艺人对行为定性或者惩诫期不服的，可以提起申诉。5、对事先不知情而导致有污点艺人参演的作品，可以在负面新闻被曝光后有半年至一年的冷却期，然后允许其发行播出，以避免污点艺人大面积株连参演作品、至使制片方无辜受损的局面出现，使资本对影视市场的风险有合理的预期，使污点艺人带来的市场风险可控。	2020-05-21 15:00	南都记者 蔡丽怡	nf	20200521161758
202005211617583	“固体饮料冒充特医食品”幕后：利润高、追责难、刚需强	永兴县母婴店将普通食品冒充特医食品事件并不是第一次发生，其背后与特医食品行业发展、政策监管等直接相关。 （东方IC/图）时隔一周，湖南郴州永兴县“蛋白固体饮料”事件迎来调查通报。2020年5月18日晚，永兴县“蛋白固体饮料”事件联合调查组通报称，涉事母婴店将“倍氨敏”蛋白固体饮料宣称为特医食品销售，涉嫌虚假宣传，目前已暂停营业。同时，永兴县已依法依程序免去李建军的县市场监督管理局党组成员、副局长职务，免去曹石顺的市场秩序监督管理股长职务。通报还指出，郴州市三甲医院对5名儿童进行免费医学体检。经市级医疗专家集体综合评估，5名儿童不同程度存在营养不良、体重偏轻、身高偏矮、维生素D3摄入不足等情况，但头围均在正常值范围。郴州永兴县“蛋白固体饮料”事件曝光后，南方周末连续追踪该事件进展（具体参见南方周末2020年5月13日报道《湖南郴州疑现“大头娃娃”：涉事儿童体检，官方介入调查》；南方周末2020年5月16日报道《郴州“固体饮料冒充奶粉”事件追踪：国家开展食品专项整治，“发现一起重处一起” 》）。5月15日，国家市场监督管理总局办公厅发布通知称，将开展固体饮料、压片糖果、代用茶等食品专项整治。（视频截图/图）特殊医学用途配方食品（以下简称“特医食品”）是为帮助有特殊饮食需求或者消化代谢障碍的人群。对于部分体质特殊的婴幼儿来说，特医食品中的特医奶粉或是其赖以成长的主要口粮。许多家长不知道的是，特医食品是一个日渐崛起的利基市场。据中国营养保健食品协会统计，全球每年特医食品的消费总额为560亿元-640亿元，市场规模以每年6%的速度递增。这个市场既有知名品牌群雄逐鹿，也有不法商家鱼目混珠，此次永兴县母婴店将普通食品冒充特医食品事件并不是第一次发生，其背后与特医食品行业发展、政策监管等直接相关。14个月前，丁岚（化名）诞下双胞胎。由于早产，孩子出生时体重不足3斤，因此双胞胎一出生就住进了新生儿重症监护病房（NICU），一住就是50天。	2020-05-21 14:00	南方周末记者 黄思卓	nf	20200521161758
202005211617584	头盔价格暴涨，有人动起了歪心思	近日，公安部交管局发出通知，6月1日起，将在全国开展“一盔一带”安全守护行动，依法查纠摩托车、电动自行车骑乘人员不佩戴安全头盔以及汽车驾乘人员不使用安全带行为。随后，各地纷纷推出具体措施：江苏、浙江两地针对骑车佩戴头盔制定了相关规定，违者将会被处警告或最高50元罚款，7月1日起施行。受此影响，5月中旬以来，头盔成为香饽饽，价格水涨船高，甚至出现“一盔难求”的现象。目前，淘宝、京东等电商平台上，多数头盔的价位在100到200元之间。普通的“哈雷”型半盔，平时售价为85元，5月16日涨到188元，5月19日又涨到了298元。不少网友表示：还没反应过来，头盔的价格已经猛涨。随着头盔价格大涨，大量的代理商、中间商开始加入到头盔倒卖的行业。与此同时，朋友圈关于头盔的新骗局也出现了。△朋友圈内有人倒卖头盔（网络截图）5月16日，浙江义乌的汪先生通过微信群加了一个“卖头盔”的人为好友，对方以“意向金”为由，骗走汪先生2000元钱后“失联”；5月19日，安徽合肥一市民同样遭遇了该类诈骗。买家交了4000元定金购买头盔，却被微信卖家拉黑。△合肥买家微信截图（图片来源：新安晚报）警情通报称，嫌疑人先在网络上大肆发布批发售卖头盔的消息，并谎称因需求量大需要先交定金预订，受害人在按要求支付“定金”后便被拉黑。针对近期头盔价格暴涨的现象，公安部交管局20日回应称，主动与国家市场监督管理总局联系沟通，并指导各地公安机关积极配合市场监管部门依法严查价格违法行为，斩断哄抬头盔价格的违法链条。同时要求，各地要稳妥推进“一盔一带”安全守护行动。河北和江苏等地的市场监管部门也作出表态。河北省市场监督管理局表示，头盔属于价格放开商品，属于市场调节价。如发现价格违法行为，将严厉查处。5月19日，江苏南通发布头盔价格政策提醒告诫函，要求头盔生产、经营者不得串通涨价、操纵价格。此外，浙江温州乐清市头盔协会明确表示，在目前头盔上下游产业普遍涨价的情况下，要加强质量监管和把控。正确使用安全头盔，可以大大减轻事故伤害。劣质头盔非但不能起到对头部应有的保护作用，甚至还会因碰撞引起部件碎裂，从而造成二次伤害。公安部交管局在2019年9月10日发布的《知识帖：正确使用安全头盔有多重要》中曾明确表示，摩托车乘员头盔的质量需符合国家标准及3C认证（3C认证全称为“中国强制性产品认证”）。交警部门提醒，用户购买选用头盔时，要仔细查看产品名称、合格证、厂名厂址、执行标准等，认清3C认证——可通过头盔上粘贴的“CCC”标志进行识别。△CCC认证证书（左）和CCC认证标志（右）选择好合适的尺码后，还要记得调整好调节器、正确固定位置后再骑车上路。此外，安全帽不能代替头盔使用，因为前面没有挡风罩，后面没有后脑勺防护措施。	2020-05-21 13:00	央视财经	nf	20200521161758
202005211617585	挑战自我   风险自担极限运动应当得到尊重	图为2019年9月6日，湖南张家界天门山，2019翼装飞行世界锦标赛次日赛况。 （视觉中国/图）近日95后大学女生安安在张家界天门山进行翼装飞行时失联，引起关注。经过6天的搜索，5月18日，不幸的消息传来，她的遗体被找到。人们为一个年轻生命的消逝而痛惜。翼装飞行确实是一项充满风险的极限运动。早期，翼装飞行的事故率曾经高达30%，而在时速超过200公里的高速飞行中一旦发生事故，生还的希望极其渺茫。仅仅在天门山景区，也已经发生过多次翼装飞行运动员失事的事件，其中不乏世界级高手。但是，也正是由于其充满风险，才吸引了不少人去挑战自我、突破极限，这正是极限运动的魅力所在。事实上，通过严格的训	2020-05-21 12:00	辛省志	nf	20200521161758
202005211617586	认定地方标准，惠及低保边缘户丽水：减缓相对贫困的浙江样本	西坑村民正在挖贝母，这是丽水市产业脱贫的其中一项措施。 （受访者供图/图）95.2%的土地面积属于生态环保区，不能开发、不能动。只有4.8%的土地面积可以发展生态农工业。这座浙江西南部城市——丽水市，虽因山区而得“华东生态屏障”之美誉，却也因山区贫瘠而成为省内经济欠发达地区。钟汉民的家正是坐落于这片山林之间。家里四口人，年收入约两万元，在2018年12月被认定为“低收入农户”，属于“相对贫困”。5年前，浙江已经率全国之先，消除了人均年收入低于4600元（浙江标准）的绝对贫困现象，也同时进入减缓相对贫困现象的新阶段。最近5年，丽水数次提高相对贫困的标准线，利用产业扶贫提升就业能力、异地搬迁让农民“从山上到山下”等多种渠道，积极探索减缓相对贫困。2020年是脱贫攻坚战的收官之年，但之后，相对贫困依然存在。可以预见的是，丽水经验对全国减缓相对贫困现象具有重要的样本意义。像钟汉民这样被划定为低收入的农户，在丽水还有7.2万户。“丽水在浙江省范围内的相对贫困程度在逐渐地缩小。”丽水市扶贫办副主任沈元东向南方周末记者列举了一组数据。原本，丽水市景宁畲族自治县是浙江省的3个国家级贫困县之一，而5个省级贫困县有2个正是在丽水。如今，丽水的相对贫困户数仅占浙江省的12.88%。在丽水，相对贫困户的收入达标线正在逐年提高。此前，丽水以人均年收入8000元来认定相对贫困。随着物价上涨和农户生活水平提高，2020年，丽水最低生活保障的标准线是每人每月770元，一年就是9240元——这是丽水认定相对贫困的第一条扶贫达标线。这一标准如何认定而来？沈元东称，虽然目前国家尚未公布相对贫困的标准，实际上各地已经开始自行探索。很多地方会将“低收入农户”归	2020-05-21 11:00	"南方周末记者 贺佳雯

    南方周末实习生 彭思聪"	nf	20200521161758
202005211617587	一图 | “广东荔枝号”上京	全国两会前夕，2020年5月20日，一架以荔枝为主题的飞机在	2020-05-21 10:28	南方周末记者 翁洹	nf	20200521161758
202005211617588	一场毁灭性的救援	在印度尼西亚海啸重灾区班达亚齐，一名男子站在一面写有“亚齐为2004年12月26日悲伤”字样的墙前。 （新华社/法新/图）2000年11月的一个午夜，孟加拉湾尼科巴群岛的纳科里岛上空繁星点点，伴随着20米外海浪撞击海岸的声音，本文作者之一辛格正在岛上无边的黑暗中等待着。不久，村民们带着干树叶火把出现。原来，当晚是塔诺伊节（Tanoing festival）的高潮，同时也是为了祭奠7月去世的萨满祭司查乔（Chacho）。节日这天，家人和朋友会宰杀自己饲养的猪来完成祭祀，并且将做了很久的精美物件砸碎来表达他们的悲伤。（对于尼科巴人来说，花费时间和精力来创造的物品代表财富，而破坏这些财物则意味着脱离物质世界。）岛民精心装饰了查乔的家，尽情享用露兜果（一种富含淀粉的水果）、猪肉和其他美味佳肴。之后，他们在庆祝节日的气氛中开始了游行。由查乔的兄弟耶哈德（Yehad）、一位名叫廷福斯（Tinfus）的灵疗师和其他几位长老在前面引导，后面跟着数十名男女老少，他们全都沉浸在欢庆的气氛中。耶哈德和同伴拿着查乔的遗物——她的工具、篮子和生前珍视的其他物品。他们将其中一些遗物挂在附近的树上，其他的放在坟前的竹台上。之后，长老们会为坟墓进行装饰，他们用数米长的彩色布带将用于标记位置的木桩缠绕起来。人们用椰子壳传递着托迪酒（从椰子树中抽出的汁液），渐渐大家都醉了，有些少年也开始趁机调情。几个衣着漂亮的女孩从篮子里拿出烟草和槟榔叶，提供给客人们。长老们完成祭祀仪式之后，人们嬉笑打闹地返回了查乔的家。廷福斯将一个他亲手雕刻的人物塑像安置在屋内，这个塑像长着一对精致的翅膀，他们通过这种方式来纪念查乔。吊唁者开始载歌载舞，越喝越多，进入集体狂欢，甚至最后有些神志不清。欢乐的气氛一直延续到第二天：在当地人看来，萨满祭司已经去往精神世界，在那里她将永生并保护着她的村落。在尼科巴人的世界观中，死亡是生命的延续。在所有仪式中，雕刻和彩绘塑像是他们崇拜与歌颂祖先和自然精神的方式。这些祭品在他们眼里是有生命的，它们守护着房屋、村庄和部落，因此在尼科巴心中没有人会真正死亡。如果真的有这样一个社会，它拥有强大的文化和心灵寄托，并且能应对自然灾害和大规模死亡带来的巨大创伤，那一定是这群偏远群岛上的尼科巴人。2004年12月26日凌晨，在苏门答腊岛北部西海岸，印度洋板块与缅甸板块发生了碰撞，震源深达30千米的9.1级地震引发了有史以来最致命的海啸。而尼科巴群岛就沿着板块断层线分布。一共由22个岛屿组成，陆地总面积仅为1841平方千米的群岛非常靠近震中。一些小岛被超过15米高的海浪多次袭击，甚至岛上的整个村庄都被海浪卷走。由于地面断裂和海水淹没，有大约40平方千米的土地直接沉入水下。美丽的德林格德岛（Trinket Island）被分割成3块。根据官方公布的数据，尼科巴群岛有3449人失踪或死亡，但据独立研究人员的估计，这个数字可能高达一万人。（2001年的人口普查显示，尼科巴群岛总人口数为42 068人，其中约有2.6万人是尼科巴人。）另外，群岛上约有12.5万只家畜死亡，超过60平方千米的椰子园、400平方千米的珊瑚礁和近四分之三的房屋被摧毁。一些尼科巴群岛的居民因为祖先的经验保住了性命。地震发生后，卡莫塔岛（Kamorta Island）的穆纳克村（Munak）村长想起了祖先关于大地震后二次灾难的警告，于是敦促村民们逃离海滩。幸运的是，卡莫塔岛上有一块高耸的腹地，穆纳克村全村人能躲在此处得以保命。更令人惊奇的是，许多乔拉岛（Chowra Island）的居民被巨浪卷走后竟然又游回了岛上。这场致命的灾难引发了大规模人道主义行动，全球各地募集了超过140亿美元的善款，其中39%来自私人捐赠。印度政府（于1947年从英国接管了尼科巴群岛）随后发起了救援行动，并成立了援助机构。在此后数年中，尼科巴群岛这个原本孤立的社	2020-05-21 09:00	阿杰·塞尼（Ajay Saini）  西姆罗·J·辛格（Simron J. Singh）   	nf	20200521161758
202005211617589	书里书外 | 富特文格勒语录	富特文格勒传记书影。德国指挥家维尔海姆·富特文格勒(1886-1954)以充满激情和富于创造性的演绎，倾倒了一代又一代的爱乐者。许多乐评家和乐友推他为20世纪第一指挥家，虽然未必能为世间定论，但他1951年在拜洛伊特音乐节指挥的贝多芬《第9交响曲》，则无可争议地成为这部伟大作品的首选录音，其演奏时长74分钟也被定为CD唱片的标准时长。此外，他的贝多芬第3、第5交响曲录音历来也被推为最佳版本之一。昔年我在南京大学读博士，第一次从日本京都大学博士生高津孝那儿听到磁带转录的富特文格勒录音，方知还有比卡拉扬更伟大的指挥家。1997年到京都大学客座，读到《富特文格勒手记》一书，随手译出数则存为笔记。弹指廿年过去，近日整理旧时译	2020-05-21 08:00	蒋寅 译	nf	20200521161758
2020052116175810	国六标准增加6个月销售过渡期｜中国绿色公号榜229期	▼出品丨千篇一绿 ▼数据支持丨清博大数据▼监测时间｜ 2020年5月10日0时－2020年5月16日24时▼制作｜宋炳晨 ▼校对丨星歌继上周中央生态环境保护督察组分别向福建等省（市）反馈督查情况后，本周中央环保督察组向上海市、中国五矿、中国化工反馈督察情况。至此，第二轮第一批8个中央生态环境保护督察组已经向进驻的6个省（市）和两家央企全部反馈情况完毕。“生态环境部”公号发布的《中央第一生态环境保护督察组向上海市反馈督察情况》一文阅读量31366，在看224，为本周阅读量最高文章。向中国五矿和中国化工反馈督察情况文章阅读量分别为22165和16562。生态环境部、工业和信息化部、商务部、海关总署四部门日前联合发布《关于调整轻型汽车国六排放标准实施有关要求的公告》，自2020年7月1日起，全国范围实施轻型汽车国六排放标准，禁止生产国五排放标准轻型汽车，进口轻型汽车应符合国六排放标准。对2020年7月1日前生产（机动车合格证上传日期）、进口（货物进口证明书签注运抵日期）的国五排放标准轻型汽车，增加6个月销售过渡期，2021年1月1日前，允许在辽宁等尚未实施国六排放标准的地区销售、注册登记。推行国六标准的主要目的是大幅降低污染物排放，减少油气挥发。国六综合了欧洲和美国加州排放标准最严格的部分，可以说是目前全球范围内最严格的排放标准之一。“中国环境”公号发表的该文阅读量13722，在看数40。“河南环境”转载的该文阅读量4860，在看数22。2020年5月8日，江西省纪委监察委网站发布消息，抚州市生态环境局原党委书记、局长邓长明，抚州市生态环境局原党委委员、副局长丁文二人严重违法违纪，被开除党籍、开除公职，收缴其违纪违法所得，将其涉嫌受贿犯罪问题移送检察机关依法审查起诉。“环保人”公众号5月14日发布的《市环境局局长、副局长同日投案，被双开》一文阅读量24550，在看数21，排名本周媒体榜第一。近日，淄博市环保部门依法向法院申请强制执行，要求对一家环保公司实施行政处罚及逾期滞纳金共计3100万元。淄博高新区法院联合环保部门对该公司现场执法，依法采取查封、扣押、冻结等措施，强制该公司履行行政处罚决定。此前，环保部门执法人员对该公司进行检查，发现该公司颗粒排放日均值43.1mg/m³，超标1.16倍，违反了大气污染防治法第十八条规定。生态环境媒体公号“VOCs前沿”发布的这篇文章阅读量10670，收获在看16。在东北虎豹国家公园大兴沟分局辖区，监测系统在2020年4月5日拍摄到一段极为罕见的动物视频。经鉴定，视频中全身白色的鹿科动物是狍。这是我国近40年以来在野外再次发现白色的狍。狍通常情况下都是黄色的，而纯白色的狍子是罕见的白化现象。白狍、白鹿等在古代常被人们视为国宝或神物。“中国绿化基金会”微博发布的视频获评论9726，转发4.4万，点赞1.7万，为本周微博NGO榜第一。（新华视点微博截图/图）（宋炳晨/图）（宋炳晨/图）（宋炳晨/图）（宋炳晨/图）	2020-05-20 23:00	千篇一绿	nf	20200521161758
